ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,FASCIAETA,ALUNNI
202021,MB1M02100V,SCUOLA SECONDARIA I GRADO,1,11 anni,85
202021,RM1M08900R,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,RM1M14800B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
202021,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,LC1M01000D,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,BS1M6C500D,SCUOLA SECONDARIA I GRADO,3,13 anni,41
202021,CO1MCB500P,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,BN1M4D5009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202021,NA1MTL500Q,SCUOLA SECONDARIA I GRADO,1,11 anni,6
202021,PR1M00500L,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,BA1MD7500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202021,NA1M05100B,SCUOLA SECONDARIA I GRADO,1,11 anni,10
202021,VI1M017002,SCUOLA SECONDARIA I GRADO,3,13 anni,27
202021,FI1M006009,SCUOLA SECONDARIA I GRADO,2,13 anni,4
202021,PA1M008002,SCUOLA SECONDARIA I GRADO,3,13 anni,21
202021,BG1M02100B,SCUOLA SECONDARIA I GRADO,1,11 anni,22
202021,CS1MT95008,SCUOLA SECONDARIA I GRADO,1,11 anni,3
202021,MI1M04900T,SCUOLA SECONDARIA I GRADO,1,11 anni,41
202021,GE1M01700L,SCUOLA SECONDARIA I GRADO,2,12 anni,27
202021,MI1M07800T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
202021,TO1M054009,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,VE1M01200G,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,VI1M00600G,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,NA1M031006,SCUOLA SECONDARIA I GRADO,3,13 anni,14
202021,TV1M001005,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,RA1M00200R,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,GR1M00200E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,BG1MT0500I,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202021,BS1M00600T,SCUOLA SECONDARIA I GRADO,1,11 anni,74
202021,CT1M00700N,SCUOLA SECONDARIA I GRADO,3,13 anni,10
202021,PD1M00900N,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,FR1M003006,SCUOLA SECONDARIA I GRADO,3,13 anni,9
202021,BL1M00100R,SCUOLA SECONDARIA I GRADO,1,11 anni,29
202021,MB1M009008,SCUOLA SECONDARIA I GRADO,2,12 anni,56
202021,RM1M024002,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,VA1M00800D,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,PD1M006006,SCUOLA SECONDARIA I GRADO,1,11 anni,12
202021,RM1M02600N,SCUOLA SECONDARIA I GRADO,2,11 anni,5
202021,RM1M114008,SCUOLA SECONDARIA I GRADO,1,12 anni,3
202021,RM1M074003,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,RM1M06200R,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,RM1M151007,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,RM1M010004,SCUOLA SECONDARIA I GRADO,3,13 anni,21
202021,MI1M05300D,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,FI1M029002,SCUOLA SECONDARIA I GRADO,3,13 anni,49
202021,VR1M01700A,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,CA1M01200C,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202021,TO1M004008,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202021,MI1M06600G,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,FI1M01100R,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,NO1M00900X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,RM1M04600V,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,NO1M01400B,SCUOLA SECONDARIA I GRADO,2,12 anni,27
202021,MI1M097007,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,RA1M00200R,SCUOLA SECONDARIA I GRADO,3,13 anni,52
202021,MI1MP35007,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,RO1M00300G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,RO1M00300G,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,MB1M026002,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,PN1M002009,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,MI1M00700Q,SCUOLA SECONDARIA I GRADO,2,12 anni,42
202021,VA1MAR500M,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,MI1M08000T,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202021,TV1M00900Q,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,BG1M9L500G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,MN1M002005,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,SA1M012007,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,GE1M00300P,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,RM1M114008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,10
202021,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
202021,NA1M02600P,SCUOLA SECONDARIA I GRADO,3,13 anni,7
202021,BS1MM05009,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202021,MB1M02100V,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,AQ1M00200G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,BS1M01000D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,RM1M101006,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,NA1MTL500Q,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
202021,RM1M010004,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,MB1M011008,SCUOLA SECONDARIA I GRADO,2,12 anni,15
202021,VE1M6Q5004,SCUOLA SECONDARIA I GRADO,2,11 anni,5
202021,TO1M054009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,VR1M00100R,SCUOLA SECONDARIA I GRADO,3,13 anni,45
202021,TV1M007004,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,PA1M01800L,SCUOLA SECONDARIA I GRADO,2,12 anni,7
202021,BA1MD7500G,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,BS1M02300G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,CN1M001008,SCUOLA SECONDARIA I GRADO,3,13 anni,42
202021,MI1M09500G,SCUOLA SECONDARIA I GRADO,1,11 anni,80
202021,BG1M02100B,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,VA1M02100X,SCUOLA SECONDARIA I GRADO,2,12 anni,17
202021,BN1M002007,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,MI1MN45001,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202021,CO1M01800A,SCUOLA SECONDARIA I GRADO,1,11 anni,24
202021,MI1M103009,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,BG1M006009,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,MI1M07800T,SCUOLA SECONDARIA I GRADO,2,12 anni,82
202021,VA1M004006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,SA1M0B500F,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,BO1M01200E,SCUOLA SECONDARIA I GRADO,1,12 anni,4
202021,MI1M09300X,SCUOLA SECONDARIA I GRADO,1,11 anni,52
202021,PV1M008009,SCUOLA SECONDARIA I GRADO,2,12 anni,44
202021,RM1MZ7500R,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,RM1M04200G,SCUOLA SECONDARIA I GRADO,2,11 anni,10
202021,PR1M008004,SCUOLA SECONDARIA I GRADO,1,11 anni,50
202021,MI1M03200C,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,MI1M06600G,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,CO1MCB500P,SCUOLA SECONDARIA I GRADO,2,12 anni,21
202021,RM1M07800A,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,TO1M048002,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202021,MN1M001009,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,MI1M07400E,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,RM1M10900R,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,MI1M04900T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202021,CO1M02300T,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,NA1M031006,SCUOLA SECONDARIA I GRADO,2,12 anni,9
202021,VI1M017002,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,VI1M00600G,SCUOLA SECONDARIA I GRADO,2,12 anni,16
202021,CS1MT95008,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,NA1MT6500T,SCUOLA SECONDARIA I GRADO,2,12 anni,5
202021,GE1M014005,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,FR1M003006,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202021,RM1M01200Q,SCUOLA SECONDARIA I GRADO,3,12 anni,11
202021,NA1M060006,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,RA1M00200R,SCUOLA SECONDARIA I GRADO,2,12 anni,59
202021,RM1M02600N,SCUOLA SECONDARIA I GRADO,1,11 anni,16
202021,MI1MN45001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202021,PR1M008004,SCUOLA SECONDARIA I GRADO,2,12 anni,40
202021,RM1M14800B,SCUOLA SECONDARIA I GRADO,1,11 anni,11
202021,TO1M01000G,SCUOLA SECONDARIA I GRADO,2,12 anni,29
202021,BI1M01000N,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,TV1MRF500I,SCUOLA SECONDARIA I GRADO,2,12 anni,7
202021,TV1M001005,SCUOLA SECONDARIA I GRADO,2,12 anni,26
202021,TO1M055005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,CT1M00700N,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,NO1M015007,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,GE1M01700L,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,RM1M114008,SCUOLA SECONDARIA I GRADO,1,11 anni,31
202021,VI1M003004,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,BS1M005002,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,MB1M018003,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,VA1MIT5001,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,TO1M03500X,SCUOLA SECONDARIA I GRADO,2,12 anni,10
202021,RM1M010004,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202021,PR1M00500L,SCUOLA SECONDARIA I GRADO,2,12 anni,35
202021,FI1M029002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202021,BS1M6C500D,SCUOLA SECONDARIA I GRADO,2,11 anni,4
202021,CA1M01200C,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,6
202021,TV1M00900Q,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,TO1M004008,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,MI1M06600G,SCUOLA SECONDARIA I GRADO,3,13 anni,47
202021,FI1M01100R,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,UD1M003005,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,VR1M00100R,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,NA1MT6500T,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,AP1M001005,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,PA1M01800L,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202021,RM1M01200Q,SCUOLA SECONDARIA I GRADO,3,13 anni,40
202021,BS1M02300G,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,RA1M00200R,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,MI1MP35007,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202021,VI1M00700B,SCUOLA SECONDARIA I GRADO,1,11 anni,24
202021,CR1M00200X,SCUOLA SECONDARIA I GRADO,2,12 anni,39
202021,SA1M012007,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,MI1M08100N,SCUOLA SECONDARIA I GRADO,1,11 anni,39
202021,BS1M00800D,SCUOLA SECONDARIA I GRADO,3,13 anni,18
202021,LE1M00300G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,BG1M9L500G,SCUOLA SECONDARIA I GRADO,2,12 anni,20
202021,VR1M02400D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,SA1M012007,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,BG1MT0500I,SCUOLA SECONDARIA I GRADO,1,11 anni,28
202021,GE1M00300P,SCUOLA SECONDARIA I GRADO,3,13 anni,39
202021,MN1M001009,SCUOLA SECONDARIA I GRADO,3,13 anni,31
202021,RM1M04600V,SCUOLA SECONDARIA I GRADO,3,13 anni,47
202021,PD1M01000T,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,MI1M06000L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,NA1M031006,SCUOLA SECONDARIA I GRADO,1,11 anni,13
202021,VE1M6Q5004,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,RM1M06200R,SCUOLA SECONDARIA I GRADO,3,13 anni,19
202021,TV1M002001,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,AQ1M00200G,SCUOLA SECONDARIA I GRADO,2,12 anni,12
202021,RM1M101006,SCUOLA SECONDARIA I GRADO,2,12 anni,12
202021,RM1M02600N,SCUOLA SECONDARIA I GRADO,3,12 anni,13
202021,VA1M01400R,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,MB1M011008,SCUOLA SECONDARIA I GRADO,3,13 anni,24
202021,RM1M07600P,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,TO1M054009,SCUOLA SECONDARIA I GRADO,1,11 anni,54
202021,PV1MF4500I,SCUOLA SECONDARIA I GRADO,1,11 anni,17
202021,VR1M01700A,SCUOLA SECONDARIA I GRADO,3,13 anni,44
202021,RM1M03900Q,SCUOLA SECONDARIA I GRADO,2,12 anni,25
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,VR1M00800G,SCUOLA SECONDARIA I GRADO,3,13 anni,79
202021,PA1M01800L,SCUOLA SECONDARIA I GRADO,2,11 anni,6
202021,MI1M09500G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202021,MB1M026002,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,TV1M00400L,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,FI1M02100B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202021,RM1M00900X,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,SA1M0B500F,SCUOLA SECONDARIA I GRADO,1,11 anni,8
202021,MI1M09300X,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,RM1M04200G,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,17
202021,VA1M02100X,SCUOLA SECONDARIA I GRADO,3,13 anni,7
202021,BN1M002007,SCUOLA SECONDARIA I GRADO,2,12 anni,7
202021,MI1M03200C,SCUOLA SECONDARIA I GRADO,3,13 anni,38
202021,PN1M002009,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,AL1M00400B,SCUOLA SECONDARIA I GRADO,2,12 anni,19
202021,CS1M00100G,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,VR1M01500P,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,NA1M02600P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,3
202021,CN1M00400Q,SCUOLA SECONDARIA I GRADO,1,11 anni,21
202021,VR1M00300C,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,RM1M07800A,SCUOLA SECONDARIA I GRADO,2,12 anni,47
202021,VA1M00800D,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,5
202021,MB1M011008,SCUOLA SECONDARIA I GRADO,1,13 anni,1
202021,VA1M004006,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,MN1M001009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,2
202021,RM1M130006,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,10
202021,BO1M01200E,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,10
202021,MI1M07400E,SCUOLA SECONDARIA I GRADO,3,13 anni,16
202021,MB1M020003,SCUOLA SECONDARIA I GRADO,3,13 anni,21
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,2,12 anni,136
202021,RM1M14800B,SCUOLA SECONDARIA I GRADO,2,12 anni,16
202021,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,MI1M069003,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,NA1M060006,SCUOLA SECONDARIA I GRADO,2,12 anni,6
202021,CO1MCB500P,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,CO1M01500V,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,NA1MT6500T,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,PA1M01100T,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,3,13 anni,67
202021,PR1M008004,SCUOLA SECONDARIA I GRADO,2,11 anni,7
202021,MI1M07800T,SCUOLA SECONDARIA I GRADO,1,11 anni,79
202021,RM1M08400N,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,TV1MRF500I,SCUOLA SECONDARIA I GRADO,1,12 anni,10
202021,TO1M055005,SCUOLA SECONDARIA I GRADO,1,11 anni,14
202021,TO1M004008,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,NA1M031006,SCUOLA SECONDARIA I GRADO,2,13 anni,9
202021,NO1M015007,SCUOLA SECONDARIA I GRADO,1,11 anni,28
202021,TV1M001005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,VE1M6Q5004,SCUOLA SECONDARIA I GRADO,2,13 anni,3
202021,MI1MN45001,SCUOLA SECONDARIA I GRADO,3,13 anni,27
202021,BG1MT0500I,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,BS1M005002,SCUOLA SECONDARIA I GRADO,3,13 anni,86
202021,MB1M018003,SCUOLA SECONDARIA I GRADO,3,13 anni,79
202021,CT1M00700N,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,PD1M00900N,SCUOLA SECONDARIA I GRADO,3,13 anni,14
202021,FR1M003006,SCUOLA SECONDARIA I GRADO,2,12 anni,10
202021,VA1MIT5001,SCUOLA SECONDARIA I GRADO,1,12 anni,2
202021,BS1M6C500D,SCUOLA SECONDARIA I GRADO,2,12 anni,38
202021,MI1M08000T,SCUOLA SECONDARIA I GRADO,3,12 anni,15
202021,MB1M009008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202021,RM1M024002,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,VA1M00800D,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,PR1M00500L,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,SA1M012007,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,AP1M001005,SCUOLA SECONDARIA I GRADO,2,12 anni,20
202021,RM1M074003,SCUOLA SECONDARIA I GRADO,3,13 anni,82
202021,VI1M01300P,SCUOLA SECONDARIA I GRADO,2,12 anni,30
202021,MI1M04600A,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,MI1M05300D,SCUOLA SECONDARIA I GRADO,2,12 anni,18
202021,FI1M029002,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,VR1M01700A,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,CA1M01200C,SCUOLA SECONDARIA I GRADO,1,11 anni,22
202021,BS1M01000D,SCUOLA SECONDARIA I GRADO,1,11 anni,48
202021,VR1M02900L,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,FI1M015004,SCUOLA SECONDARIA I GRADO,3,13 anni,12
202021,RM1M04700P,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,FI1M02100B,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,RA1M00300L,SCUOLA SECONDARIA I GRADO,1,11 anni,14
202021,TO1M020006,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,RO1M00300G,SCUOLA SECONDARIA I GRADO,2,12 anni,12
202021,LE1M00400B,SCUOLA SECONDARIA I GRADO,1,11 anni,18
202021,TV1M01100Q,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
202021,FO1M00100B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,TV1M002001,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,TV1M00900Q,SCUOLA SECONDARIA I GRADO,2,12 anni,34
202021,RM1M02600N,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,BG1M9L500G,SCUOLA SECONDARIA I GRADO,1,11 anni,19
202021,MN1M001009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202021,RM1M003001,SCUOLA SECONDARIA I GRADO,2,12 anni,40
202021,PD1M01000T,SCUOLA SECONDARIA I GRADO,1,11 anni,73
202021,MI1M06000L,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202021,LC1M070005,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,PV1M008009,SCUOLA SECONDARIA I GRADO,3,13 anni,43
202021,RM1M06200R,SCUOLA SECONDARIA I GRADO,3,12 anni,4
202021,RM1M03900Q,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,RM1M04200G,SCUOLA SECONDARIA I GRADO,3,12 anni,14
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,1,11 anni,142
202021,GE1M00300P,SCUOLA SECONDARIA I GRADO,2,12 anni,34
202021,VA1M01400R,SCUOLA SECONDARIA I GRADO,2,12 anni,50
202021,RM1M07600P,SCUOLA SECONDARIA I GRADO,1,11 anni,34
202021,PI1M001001,SCUOLA SECONDARIA I GRADO,2,12 anni,14
202021,VE1M007004,SCUOLA SECONDARIA I GRADO,3,13 anni,67
202021,VR1M01700A,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,AQ1M00200G,SCUOLA SECONDARIA I GRADO,1,11 anni,17
202021,RM1M101006,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,NA1MTL500Q,SCUOLA SECONDARIA I GRADO,2,11 anni,1
202021,UD1M003005,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,VR1M00800G,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,TV1M00400L,SCUOLA SECONDARIA I GRADO,2,12 anni,110
202021,FI1M029002,SCUOLA SECONDARIA I GRADO,2,12 anni,46
202021,BA1MD7500G,SCUOLA SECONDARIA I GRADO,3,13 anni,16
202021,BS1M00300A,SCUOLA SECONDARIA I GRADO,1,11 anni,53
202021,VR1M00300C,SCUOLA SECONDARIA I GRADO,1,11 anni,60
202021,PN1M002009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
202021,BS1M02200Q,SCUOLA SECONDARIA I GRADO,3,13 anni,37
202021,MI1M07400E,SCUOLA SECONDARIA I GRADO,2,12 anni,37
202021,CN1M001008,SCUOLA SECONDARIA I GRADO,2,13 anni,2
202021,MI1M098003,SCUOLA SECONDARIA I GRADO,2,12 anni,94
202021,MO1M006005,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,VA1M02100X,SCUOLA SECONDARIA I GRADO,3,12 anni,1
202021,BN1M002007,SCUOLA SECONDARIA I GRADO,3,12 anni,3
202021,MI1MN45001,SCUOLA SECONDARIA I GRADO,2,12 anni,41
202021,BO1M01000V,SCUOLA SECONDARIA I GRADO,3,13 anni,37
202021,SA1M3G5007,SCUOLA SECONDARIA I GRADO,2,12 anni,1
202021,CS1M00100G,SCUOLA SECONDARIA I GRADO,3,13 anni,13
202021,GE1M013009,SCUOLA SECONDARIA I GRADO,3,13 anni,27
202021,NA1M02600P,SCUOLA SECONDARIA I GRADO,3,12 anni,5
202021,FE1ME9500R,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,TV1M002001,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,MI1M06600G,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,MB1M020003,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,RM1M14800B,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,RM1M106009,SCUOLA SECONDARIA I GRADO,2,13 anni,1
202021,MB1M011008,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
202021,TO1M01000G,SCUOLA SECONDARIA I GRADO,3,13 anni,26
202021,BI1M01000N,SCUOLA SECONDARIA I GRADO,1,11 anni,7
202021,AN1M00200A,SCUOLA SECONDARIA I GRADO,3,13 anni,11
202021,PV1MF4500I,SCUOLA SECONDARIA I GRADO,2,11 anni,3
202021,TO1M055005,SCUOLA SECONDARIA I GRADO,3,12 anni,2
202021,RM1M07800A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,3
202021,RE1M00600E,SCUOLA SECONDARIA I GRADO,2,11 anni,2
202021,VI1M01300P,SCUOLA SECONDARIA I GRADO,1,11 anni,23
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,TO1M039007,SCUOLA SECONDARIA I GRADO,3,13 anni,138
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,1,> di 13 anni,1
202021,CO1M01500V,SCUOLA SECONDARIA I GRADO,3,13 anni,39
202021,BG1M006009,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,MI1M04600A,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,1
202021,MI1M07800T,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,CO1M02300T,SCUOLA SECONDARIA I GRADO,2,12 anni,22
202021,PE1M00100N,SCUOLA SECONDARIA I GRADO,2,11 anni,5
202021,VI1M00600G,SCUOLA SECONDARIA I GRADO,3,13 anni,33
202021,RM1M08400N,SCUOLA SECONDARIA I GRADO,2,12 anni,33
202021,CT1MHE500T,SCUOLA SECONDARIA I GRADO,3,13 anni,11
202021,FR1M003006,SCUOLA SECONDARIA I GRADO,1,12 anni,1
202021,BS1M6C500D,SCUOLA SECONDARIA I GRADO,1,11 anni,21
202021,RM1M02600N,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,7
202021,TO1M004008,SCUOLA SECONDARIA I GRADO,3,13 anni,34
202021,MI1MIN5009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,2
202021,PR1M008004,SCUOLA SECONDARIA I GRADO,3,13 anni,46
